Date Time,Sentiment,Text,User Name,Retweets,Favorites
17-11-17,1, لوحدي اللي خط اللي شغال جمعه مصريه اتصالات بتاخد جمعه اجازه خدمه مشتركين صبح مافيش حس ولاخبر عندوا كده ولا لوحدي الهم دا,,0,0
17-11-17,-1, لوسيل خسائر ضخمه لكبري شركات مصريه مليون جنيه خسائر شركه اوراسكوم اتصالات,,2,1
17-11-17,1, قصفوا جبهه مصريه اتصالات,,0,0
17-11-17,1, مصريه اتصالات ترحب بكم,,0,0
16-11-17,1, مصريه اتصالات اسست حمله اعلانات شبكه محمول بتاعتها احنا مِنك اسستها اساس شركات تانيه اجانب وحشين تعالي بدل مايوعدوا ناس بخدمات محترمه لعبوا مشاعر وطنيه,,0,0
16-11-17,1, ياتري اكتر ابليكيشن بتستخدمه تشات اصحابك مصريه اتصالات احنا منك,,2,56
16-11-17,1, هخاف طمنتني هسند ولا هنحني خلاص بقي عندي مني مهم جدا هيودني اعلان مصريه اتصالات,,0,0
16-11-17,-1, مصريه اتصالات لحد دلوقتي يعرف سبب انقطاع حراره بلد كامل,,0,0
16-11-17,1, اَي سنترال اللي بتاع خطوط ارضي لان تبع مصريه اتصالات,,0,1
16-11-17,1, رساله الي وزير شركه مصريه اتصالات حضرتك بنسبه لدرجه مؤظفين,,0,0
16-11-17,1, ترتيب دوري مصري ممتاز اليوم لكره قدم مصريه اتصالات مباريات اليوم,,0,0
16-11-17,1, ترتيب دوري مصري ممتاز اليوم لكره قدم مصريه اتصالات مباريات اليوم,,0,0
16-11-17,1, مصريه اتصالات,,0,0
16-11-17,-1, ننشر تفاصيل اعداد مستخدمي جيل رابع مصر مصريه اتصالات جوميا بلاك فرايداي فودافون ولسه مكملين خليك فليكس بنوزع فولورز وكراش خطيب داخليه,,1,0
16-11-17,-1, اقرا واتفرج سلام وابكي وانعي حالنا طغاه حكام مصروالعرب ومتنساش تلعن مصريه اتصالات وداتا وغيرها فشله امنجيه وتبصق وتطرطرعليهم كمان اول سياره متصله انترنت امريكا عبر,,0,0
16-11-17,1, فودافون مصر تحقق ايرادات قياسيه بقيمه مليار جنيه ربع ثالث فودافون مصريه اتصالات ارتباط ولا سنجله ممدوح حمزه هرب لفرنسا اخدنا ايه من حب جوميا بلاك فرايداي,,0,0
16-11-17,1, قالكوا ماسكين فرع مصريه اتصالات,,5,3
16-11-17,1, وبعد معاناه شركه مصريه اتصالات وتي اي داتا لاكتر اخيرا ركبت نت عريش بحب اشارك جمهوري لحظات حلوه حياتي,,0,3
16-11-17,1, بنوك استثمار تقيم سهم مصريه اتصالات و جنيها,,0,0
16-11-17,1, قاهره تسعي لجمع مليون جنيه تكلفه تطوير مرحله ثالثه عاصمه خديويه بنوك استثمار تقيم سهم مصريه اتصالات و جنيها هيرميس تدير طرحي شرقيون ويونيون اير,,0,0
16-11-17,1, مصريه اتصالات,,2,0
16-11-17,1, حسين شحات اسطوره فانتسي دوري مصريه اتصالات,,0,0
16-11-17,1, هاي شباب كلمت تي اي داتا مصريه اتصالات عشان عندي مشكله بسبب غلطه مني راجل ساعدني واقترح حل مفيد وشغلي نت عادي مايعسفني شكرًا لعبفتاح,,0,1
15-11-17,1, بنوك استثمار تقيم سهم مصريه اتصالات و جنيها,,0,0
15-11-17,1, شركه اكسيد بتعمل مقابلات معهد تدريب مصريه اتصالات بسنترال ميامي شارع اسكندر ابراهيم ساعه يوميا,,0,0
15-11-17,1, مصريه اتصالات,,0,0
15-11-17,1, مصريه اتصالات يحدث عندما يعمل لديكم اكفاء تقوموا بهدر مال عام مصر سيسي انجازات بلحه,,0,0
15-11-17,1, اللي عاوز يشتغل شغل كويس مصريه اتصالات بمرتب برج عرب عاوزني اكلمله استاذ محمد يتفضل انا,,0,1
15-11-17,1, مصريه اتصالات زياده نصيب اسهم ارباح,,0,0
15-11-17,1, شركه مصريه اتصالات,,0,0
15-11-17,1, مصريه اتصالات شركه حكوميه بتنزل اعلاناخا قناه قطريه ومصدعينا ومخونين بيشتغل,,3,6
15-11-17,1, مصريه اتصالات كلموني برايڤت نمبر طولوا مكالمه عشان عايزين يحددوا موقعي يضربوا صاروخ يستي يدمرني عشان مدفعتش نت,,10,1
15-11-17,1, نجحت مصريه اتصالات جذب موظفيها لشبكه جريده مال,,0,0
15-11-17,1, مصريه اتصالات شركات محمول ستقدم خدمات تليفون ارضي عبر شبكتنا,,0,0
15-11-17,1, هتستفيد بكل رصيد عملنالك قيمه كارت هديه وحدات تكلم بيها شبكات انترنت هتدفع بس سعر كارت وهتستفيد وحدات صالحه لمده عرض خاص لفتره محدوده اعرف اكتر مصريه اتصالات,,1,10
15-11-17,1, فاروس تحديات تواجه مصريه اتصالات كشف بنك استثمار فاروس تحديات تواجه شركه مصريه اتصالات خلال,,0,0
15-11-17,1, مصريه اتصالات شركات محمول ستقدم خدمات تليفون ارضي عبر شبكتنا,,0,0
15-11-17,1, مصريه اتصالات زياده نصيب اسهم ارباح,,0,0
15-11-17,1, مصريه اتصالات زياده عدد مشتركي هاتف ثابت انترنت,,0,0
15-11-17,1, مصريه اتصالات نمو ايرادات ومخاوف بنوك استثمار,,0,0
14-11-17,1, مصريه اتصالات مليار جنيه صافي ارباحنا اشهر سويس بلدي,,0,0
14-11-17,1, مصريه اتصالات اول مشغل اتصالات متكامل,,0,0
14-11-17,-1, مصريه اتصالات مليار جنيه ايرادات مليون عميل,,0,0
14-11-17,1, تكنولوجيا مصريه اتصالات تحقق اجمالي ايرادات مليار جنيه ضجه اخباري,,0,0
14-11-17,1, اصل مصريه اتصالات اقوال افعال يعني كلام بس,,0,0
14-11-17,1, مصريه اتصالات,,0,0
14-11-17,1, بزياده مصريه اتصالات تحقق مليار جنيه اجمالي ايرادات مجمعه باول تسعه اشهر,,0,0
14-11-17,1, لمتنا بتحلو ب مصريه اتصالات,,2,0
14-11-17,1, وحده دقيقه مصريه اتصالات رساله ميجابايت وحدات دقيقه شبكه اخري خط ارضي,,0,1
14-11-17,-1, نجابه يريد اعاقه مصالح شعب ونقوم حملات عليهم حتي يرجعوا اهمالهم مخططاتهم لتحويل بلد لكتله شكاوي شركات اتصال يتربحون شعب فلماذا يقومون بعملهم لخدمتنا يكسبون ورائنا مصريه اتصالات ضد مواطنين,,1,2
14-11-17,-1, كلام حضرتك مظبوط اروح ادفع فاتوره نت شبكه قاطعه تعالي بكره اروح بكره معلهش نت نادرا ادفع سنترال مصريه اتصالات عاوزه فورمات اعداء مصر طابور خامس,,1,4
14-11-17,1, عروض مصريه اتصالات,,0,0
14-11-17,-1, يحرق ميتين ام قله ادب موظفين مصريه اتصالات,,0,4
14-11-17,-1, مصريه اتصالات لماذا تقوم بخدمتها عملاء لماذا يريدون تعطيل مصالح عملاء اكيد هدف وراء اما اخوان مسيطرين منافذ تعامل عملاء او مصالح ضد بلد لمضايقه ناس تقليل شعبيه رئيس سيسي ويجب كشف حقيقه افعالهم,,2,4
14-11-17,-1, جدول مباريات دور ال لكاس مصر بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,4,28
14-11-17,1, مصريه اتصالات بتقدملك نظام كنترول اللي بيديلك وحده وانظمه تانيه كتير كنترول عشان تستمتع بمكالمات وانترنت براحتك حسب اللي يناسبك مصريه اتصالات احنا منك اعرف اكتر,,4,34
14-11-17,-1, مصريه اتصالات مليون عميل بشبكه محمول اقل شهرين,,0,0
14-11-17,-1, مصريه اتصالات مقومات انها تبقي رقم واحد مصر بس فودافون هي اللي بتديرها,,2,2
14-11-17,1, مصريه اتصالات مليار جنيه صافي ارباحنا اشهر سويس بلدي,,0,0
14-11-17,1, بزياده قدرها عام ماضي مصريه اتصالات تحقق اجمالي ايرادات مجمعه مليار جنيه تسعه اشهر اولي,,0,0
14-11-17,1, انتقدت مصريه اتصالات بوست سابق واجب شكر لاستيعابهم موقف وتقديم خدمه دعم ويارب اتكمل خير ويكون حل جزري مشكله,,0,0
14-11-17,1, مليار جنيه نصيب مصريه اتصالات ارباح فودافون,,0,0
14-11-17,1, مصريه اتصالات تحقق مليار جنيه ايرادات مجمعه اشهر,,0,0
14-11-17,-1, بلد ديه عمرها ماتنضف ابدا استهتار عفانه وساخ تفضل ام شركات واي شخص بيتحكم بلد ديه شويه مواظفين اقعدين مكاتب فاهمين حاجه وفنين بيتعلقوا مواطن اللي مفشوخ عن مصريه اتصالات اتحدث,,0,0
14-11-17,-1, يحاول هدم دوله مصريه اتصالات تصور شريت خطين مصريهللاتصلات حتي الان اعرف تفعيل خطين للان بسبب خطا موظف تسجيل رقم قومي وكل اكلمهم يقول ساعه وينحللك موضوع وبقالي ومش عارف واعتقد ده مدبر موظفين عايزين خير لمصر,,52,55
14-11-17,1, تليفون ارضي فاتوره تليفون فواتير معرفه ودفع فاتوره تليفون ارضي مصريه اتصالات شرح خطوات صور,,0,0
14-11-17,1, مصريه اتصالات تؤكد زياده الف عميل شبكه محمول يوما,,0,0
14-11-17,-1, ماحققته شركه مصريه اتصالات ايرادات مليارات ماهي الا نهب لجيوبنا خار ونار,,0,0
14-11-17,-1, مصريه اتصالات مليون عميل بشبكه محمول اقل شهرين,,2,13
14-11-17,1, مصريه اتصالات تربح,,0,0
14-11-17,1, مليون جنيه زياده صافي ارباح مصريه اتصالات اشهر,,0,0
14-11-17,-1, تقريبا مشكله نت مصريه اتصالات,,0,0
14-11-17,1, مصريه اتصالات تجتذب الف عميل جديد ل,,0,0
14-11-17,1, مليون جنيه زياده صافي ارباح مصريه اتصالات اشهر,,0,0
14-11-17,1, مصريه اتصالات تحقق ايرادات مجمعه مليار جنيه تسعه اشهر,,0,0
14-11-17,1, مصريه اتصالات تجتذب الف عميل جديد ل,,0,0
14-11-17,1, عنده شكل بياني بيقارن قيمه سهم مصريه اتصالات طرح ولغايه دلوقتي مقارنه بسهم فودافون مصر لنفس فتره,,0,1
14-11-17,1, مصریه اتصالات تحقق صافي ربح مليار جنيه اشھر,,0,0
14-11-17,1, مليار و مليون جنيه ايرادات مصريه اتصالات اشهر,,0,3
14-11-17,1, بزياده قدرها عام ماضي مصريه اتصالات تحقق اجمالي ايرادات مجمعه مليار,,0,0
14-11-17,1, مصريه اتصالات مليون مشترك خدمات انترنت فائق سرعه تفاصيل,,0,0
14-11-17,-1, تعتذر شركه مصريه اتصالات عملائها كرام لعدم قطع شبكات اليوم وذلك بسبب عطل فني مفتاح فصل,,3,1
14-11-17,-1, نمو ايرادات يرتفع بارباح مصريه اتصالات فصليه,,0,0
14-11-17,1, مصريه اتصالات غرفه صناعه تكنولوجيا معلومات اتصالات,,0,0
14-11-17,-1, نمو ايرادات يرتفع بارباح مصريه اتصالات فصليه,,0,0
14-11-17,1, عنوان مصريه اتصالات قرارات مجلس اداره شركه بجلسته منعقده بتاريخ اسم شركه,,0,0
14-11-17,1, رايي انها غلط وكل شركات اجنبيه شركاء محليين بنسب كويسه عدا اورانج يعني مصريه اتصالات عندها ٤٥ فودافون مصر شركه شغاله كويس عك بتاع قطاع عام,,1,0
14-11-17,1, تعطل خط تليفون ارضي يفاد حتي تاريخه شركه مصريه اتصالات باتمام اصلاح وانهاء,,0,0
14-11-17,1, حقيقه كالتشيو اللي شقونا دوري صف ثاني ثالث دوري جميل ودوري مصريه اتصالات اخرج منتخبات وصلت مونديال بكل احقيه ولا انتقاص باخواننا سعوديين مصرين كالتشيوء يخرج,,0,1
13-11-17,1, شركه مصريه اتصالات,,0,0
13-11-17,1, مبروك علينا منتخبنا وطني صعودنا الي كاس عالم شجعنا منتخبنا وادينا اتاهلنا مصريه اتصالات راعي مصري منتخب مصري,,7,40
13-11-17,1, اكواد شبكه مصريه اتصالات,,0,0
13-11-17,1, عاايز جيجا نت ببلاش وعاايز دقيقه مجانيه شبكات الا والله هحول مصريه اتصالات,,0,0
13-11-17,1, هييه اتصالات دول عالم يحترم عقود الا بلادي احترام انسان ولا قيمه صديق مصري يقول عقود شركات مصريه اتصالات سنه ولَم يطرا عليهم تغير,,1,0
13-11-17,1, احاله اربع موظفين باحدي شركات كبري اتصالات مصريه محاكمه عاجله بتهمه انضمام لتنظيم داعش,,0,0
13-11-17,1, بتقدملك نظام كنترول اللي بيديلك وحده وانظمه تانيه كتير كنترول عشان تستمتع بمكالمات وانترنت براحتك حسب اللي يناسبك مصريه اتصالات احنا منك اعرف اكتر,,3,20
13-11-17,1, طرق دفع وسداد فاتوره تليفون ارضي موقع شركه مصريه اتصالات,,0,0
13-11-17,1, طرق دفع وسداد فاتوره تليفون ارضي موقع شركه مصريه اتصالات,,0,0
13-11-17,1, اعلنت لجنه مسابقات بتعديل موعد مباراه بتروجيت طلائع جيش مقرر جمعه ١٧١١ تمام ساعه ٥ ٠٠ بدلا ساعه ٢ ٤٥ ستاد سويس جديد دوري مصريه اتصالات بريزنتيشن سبورت كوره حياتنا,,0,15
13-11-17,1, تروح شوف اعلان مصريه اتصالات اللي مغرق قناه,,0,0
13-11-17,-1, مصريه اتصالات بتلعب شويه لعاب وسخه شركات تانيه ضمنها تحويل فايبر لنحاس خطوط ارضي بتجبر عملاء دي لينك واتصالات تحويل لتي داتا عشان ينجزو شركه تي داتا نت بيكون فاصل عنهم اكثر وساخه مصريه اتصالات,,0,0
13-11-17,1, تغيير كابلات مصريه اتصالات مفروض انترنت يرجع كام,,0,0
13-11-17,1, تعلن شركه مصريه اتصالات نتائج اعمال ربع ثالث يوليوسبتمبر لعام غدا ثلاثاء وسط ترجيحات,,0,0
12-11-17,1, اعلان مصريه اتصالات,,0,0
12-11-17,1, مصريه اتصالات,,0,0
12-11-17,1, سهله جدا فكره تطبيق خدمات مصريه اتصالات موجود دلوقتي عالمتجر حمل اعمل حاجه عايزها قلنا احنا منك,,0,0
12-11-17,-1, مصريه اتصالات مملوكهللدولهتعلن بي ان وهذاطبيعي جدالامتلاكهابت اكبرالمنافسات يرفض مدرب وجودمكرفونهااولاعب مقابلتها غباء,,0,0
12-11-17,1, ترسيخا لمبداء سبوبه اولا اعلانات مصريه اتصالات قطريه سؤال قطر حلوه ولا كخه,,0,1
12-11-17,1, تطبيق مصريه اتصالات نزل متجر للي مايعرفش تقدر تعرف فروع وخدمات تانيه مفيده افضلهم نسبالي فتح,,0,0
12-11-17,-1, مصريه اتصالات جه ليها اعلان شوطين ماتش غانا ومصر ازاي اعلان يتذاع لشركه حكوميه قناه قطريه رغم مصر مقاطعه قطر دلوقتي بقي عادي يعني طب ميشتموش مصريين اللي شغالين بي سبورتس,,0,0
12-11-17,1, ويا تري مصريه اتصالات اللي قررت تعرض اعلاناتها ولا وكلائها خليج عدل جروب لوجيك,,0,0
12-11-17,1, مصريه اتصالات مملوكه حكومه مصريه عامله اعلان قناه سبورت مملوكه حكومه قطريه ارهابيه واخد بالك ياحسين,,0,0
12-11-17,1, ينهار ازرق استاذ ممتاز خرا تلوث ونسميه كاس مصريه اتصالات كاس عالم لاء ونحط عبور لاند تيشيرتات وحاجه فخامه يعني,,0,0
12-11-17,-1, اتفرجو اع ن مصريه ل تصا ت بتاع مصر بن سبورتهبيقولك احتغال مدام وداد حداد اع ن فشيخ وفشخ جبهه,,0,0
12-11-17,1, صاحبه ماما شافتني صاله استقبال بتاعه مصريه اتصالات قعدت تسلم بقي تبوس اخر جيه تسالني هوه انتي خلود امال انتي جيه تسلمي تبوسي,,0,1
12-11-17,1, خبر ابيض مصريه اتصالات عامله اعلانات قطريه بس مبنقولش,,0,0
12-11-17,1, مصريه اتصالات دي شركه مصريه ازاي تعمل اعلان قناه قطريه,,0,2
12-11-17,1, اعلان مصريه اتصالات جديد حلو فشخ,,0,0
12-11-17,1, تريد معرفته خط محمول مصريه اتصالات جديد,,0,0
12-11-17,-1, نت مصريه اتصالات طلع ميتيني,,0,0
12-11-17,1, بحب اعلان مصريه اتصالات جدا حاجه حلوه كدا,,0,0
12-11-17,-1, استفسار عاوزه خط بس برقم معين اختاره متاح ولا لا او عندي خط شبكه تانيه ينفع احوله شبكه مصريه اتصالات,,0,0
12-11-17,1, مصريه اتصالات نهارده ماتش مصر غانا ساعه وجايبنلكم لقطات حصريه من,,0,0
12-11-17,-1, مماطله بتركيب تليفون ارضي بمنشاه قناطر جيزه تعاقد شركه مصريه اتصالات,,0,0
12-11-17,-1, موضوع داخل شغل باطن مناقصات هيئه هندسيه ماتقولهم نجيب افندي ولا اقول وانت تعيد سنه ماحدش يزعل خالو شريف طب موبينيل اللي كانت مصريه اتصالات اكوايرد,,0,0
12-11-17,1, ماذا قدمت مصريه اتصالات لتمكين شباب ضمن مسئوليتها مجتمعيه,,0,0
12-11-17,1, مناقصات مصر شركه مصريه اتصالات لنظم معلومات اداره مشتريات منطقه استثماريه تكنولوجيه معادي مناقصه عامه لعمليه تعاقد احدي شركات لتوفير خدمات رعايه طبيه لموظفي شركه واسرهم لمده عامين,,0,0
12-11-17,-1, نظام انتظار عملاء احدث انظمه انتظار عملاء اعمال شركه نيل تجاره موزع شركه مصريه اتصالات,,0,0
12-11-17,-1, اها عاوزه حاجه نت كلميهم اكونت مصريه اتصالات,,0,0
12-11-17,1, مفروض مصريه اتصالات كانت تعمل اعلان احنا اول سرقك عشان يكملوا حمله بتاعتهم,,0,0
12-11-17,1, حضرتك اجي اذاكر اقي موبايلي قلب نفسه كدا تقولش فرع فروع مصريه اتصالات,,0,0
11-11-17,-1, هدف اف سي مصر امام انبي حسين حمدي كاس مصر دور بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,13,42
11-11-17,1, فرح مصريه اتصالات اللي ممشي,,0,0
11-11-17,-1, اف سي مصر يقصي انبي ويتاهل لدور ال لكاس مصريه اتصالات,,0,0
11-11-17,-1, نهايه مباراه انبي نادي مصر دور بطوله كاس مصر بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,2,9
11-11-17,1, عاجل تم فتح باب تعينات خط رابع محمول مصر مصريه اتصالات,,0,0
11-11-17,-1, بجي شغل انام اصحا انام اصحا فاكر هجي مصر هخرج بئا واتفسح اسف عملا اللي شركه مصريه اتصالات مطلعين عين ابونا وصداع,,0,2
11-11-17,-1, مصريه اتصالات هنتكرم ونديلك يومين لحد تدفع فاتوره بس هنقرف متين اللي خلفوك ونفصل نت ربع ساعه لحد تسدد,,0,0
11-11-17,1, قاعد مصريه اتصالات عايز اقوم والله جيجا بتتحمل اقل خمس دقايق عملت ابديت ابلكيشن اللي ايفون دقيقتين,,0,0
11-11-17,1, ابلاغ اعطال تليفونات مصريه اتصالات طريق نت,,0,1
11-11-17,-1, خدمه عملاء تعرف خدمه شئ مصريه اتصالات اتحدث اهلا بكم موسوعه حماريات,,0,0
11-11-17,1, هدف اول ل اسيوطي امام رجاء عمر بسام كاس مصر دور بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,0,16
11-11-17,-1, اليوم نظر طعن اورانج ضد دفع مليون جنيه ل مصريه اتصالات جريده بورصه,,0,0
11-11-17,1, خط محمول مصريه اتصالات برقم ولدي شكوتان اولي خاصه,,0,0
11-11-17,-1, يبقا موريش حاجه اروح مصريه اتصالات اخد رقم واقعد افتح واي فاي اظبط حالي وامشي تاني نفسي اجيب خط اقسم بالله,,0,1
11-11-17,-1, مصريه اتصالات رمز فشل اسوء خدمه عملاء عملوا شبكه جديده اهملوا باقي خدمات اكتر محتاسين عارفين يعملوا حاجه,,0,0
11-11-17,-1, مصريه اتصالات كتبت تويتات دي تحذير لغيري منكو وحفاظا لحقي لاني هاشتكيكو لحمايه مستهلك لانكو اتسببتو خساير بلغتكو بيها ماتحصل وطلبت منكو حقي بس تقديم خدمه دافعه تمنها مسبقا,,0,0
11-11-17,1, مصريه اتصالات كامل احترامي موظف وموظفه بيردو دي ام او تليفون بس انتو شركه فاشله لاتستحق تقديرنا ليكو كشركه وطنيه اتمنينا تكبر بينا فكان جزاءنا انكو تحرقو دمنا وتخسرونا,,0,0
11-11-17,1, نشجع مصريه اتصالات بقي,,0,0
10-11-17,1, في بلدي ومش قادر اجيب خطوط مصريه اتصالات,,25,0
10-11-17,-1, نهايه مباراه اهلي تليفونات بني سويف دور بطوله كاس مصر بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,2,5
10-11-17,1, هدف رابع نادي اهلي امام تليفونات بني سويف عماد متعب كاس مصر دور بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,5,25
10-11-17,1, تمرينه اخيره لمنتخبنا وطني سفر لغانا صباح اليوم كلنا ورا منتخبنا مصريه اتصالات راعي مصري منتخب مصري,,8,44
10-11-17,1, بدايه مباراه اهلي تليفونات بني سويف دور بطوله كاس مصر بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,1,3
10-11-17,1, هدف ثاني ل سموحه امام اولمبي عبدالعزيز امام كاس مصر دور بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,0,7
10-11-17,-1, عفاريت فرج عامر تعبت نهارده خالص عشان تخلي فريق سموحه يقدر يفوز اوليمبي وقت بدل ضائع يتخطي دور كاس مصر كاس مصريه اتصالات باصي لعفيفي,,0,1
10-11-17,1, دوري مصريه اتصالات,,0,0
10-11-17,1, مصريه اتصالات,,0,0
10-11-17,-1, ديجو ديرون مكفيه انه يجيب هدفين ثلاثه ل اسماعيلي امام شرقيه كاس مصر لا دا كمان جاب جون مرماه كاس مصريه اتصالات,,0,0
10-11-17,1, كشف مهندس احمد بحيري رئيس تنفيذي شركه مصريه اتصالات دخول شركه استثمار مجال,,0,0
10-11-17,1, شركه مصريه اتصالات لنظم معلومات,,0,0
10-11-17,1, وعشان احنا منك عملتلك قيمه كارت هديه وحدات تكلم بيها شبكات انترنت هتدفع بس سعر كارت وهتستفيد وحدات صالحه لمده عرض خاص لفتره محدوده اعرف اكتر مصريه اتصالات,,3,39
10-11-17,1, يشاهد الان مباريات كاس مصريه اتصالات قمه جماهيريه مرتقبه محافظتين متجاورتين اسماعيلي شرقيه كلاسيكو ارض عطشانه,,0,0
10-11-17,1, تبع مصريه اتصالات اللي بقي اسمها جمعيه دايره,,0,2
9-11-17,-1, مصريه اتصالات عاملين دعايه حته وعلي تيشرتات فرق موجوده ياتري شركه جديده دي معاها فلوس دعايه دي ولا واخدنها فرده,,0,1
9-11-17,1, فرق تيشرت بتاعها وي بطريقه شيك الا مصريه اتصالات انها شركه راعيه لينا اصلا بس يلا بقي هنقول,,0,1
9-11-17,1, استعلم فاتوره تليفون ارضي مصريه اتصالات لشهر اكتوبر ونوفمبر اسم ورقم تليفون زياده قيمه الا,,0,0
9-11-17,-1, عزيزي عميل يسرنا فقع مراره حضرتك لخدمته شلل اضغط رقم ١ لخدمه جلطه اضغط ٢ مصريه اتصالات,,0,1
9-11-17,1, شكرا استاذ عبد حكيم مصريه اتصالات لاعاده نت ايام قطع عذاب,,0,0
9-11-17,1, بفكر اركب نت ارضي تنصحوني شركه احسن مصريه اتصالات فودافون اتصالات متعرفش رتويت,,0,0
9-11-17,1, عشان تعيش نت براحتك بتقدملك اسرع شبكه انترنت بتكنولوجيا ال وانطلق بقي كيفك مصريه اتصالات احنا منك,,4,51
9-11-17,1, نقدر نقول كدا متعه كاس مصريه اتصالات,,0,0
9-11-17,-1, بدايه مباراه مصر مقاصه مريخ دور بطوله كاس مصر بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,0,7
9-11-17,1, مرحبا مصريه اتصالات اقل مده انتظار ساعتين برضو خدمه,,0,0
9-11-17,1, قاعد مصريه اتصالات بقالي ساعه ارقام بتتنادي ماعدا فئه اللي,,0,0
9-11-17,-1, دقيقه اكيد تبع مصريه اتصالات حراميه ولاد وسخه,,1,0
9-11-17,1, شاكب راكب كدا عاوز جيجا نت و دقيقه شبكات وكل دا ب جنيه بس ياكداهحول مصريه اتصالات,,0,0
9-11-17,1, مصريه اتصالات راعي مصري منتخب مصري لقاء مهندس احمد بحيري رئيس تنفيذي قناه,,0,0
9-11-17,-1, مستخدمين قدامي يقعدوا جنب والله عيب عليكم عدم اهتمام قديم ولا نروح شركه مصريه اتصالات,,0,0
9-11-17,-1, مخاوف مصريه اتصالات مخاوف حصول شركه مصريه اتصالات حكوميه امتيازات عادله,,0,0
9-11-17,-1, مصريه اتصالات عماله تبوظ نت شركات عشان ناس تحول عندهم,,0,0
8-11-17,1, مطلوب موظفين بشركه وي مصريه اتصالات تبدا جنيه,,0,0
8-11-17,1, استعلام فاتوره تليفون ارضي عبر موقع مصريه اتصالات اون لاين,,0,0
8-11-17,1, ازاي مصر بقي رؤساء مجالس ادارات ورؤساء تنفيذ ومديرين شركات عالميه بيبسي مصريه اتصالات شباب كدا تطورنا امته كدا,,0,1
8-11-17,1, مصريات احفاد فراعنه كبائن تليفونات جديده تابعه مصريه اتصالات تابعه حكومه مصريه شوارع,,0,0
8-11-17,1, انجازات شركه مصريه اتصالات اشتكيت جهاز قومي اتصالات شركه ولا يوجد فائده,,0,0
8-11-17,-1, توريد مليوني كارت خدش كارت شحن لصالح شركه مصريه اتصالات,,1,2
8-11-17,-1, نهايه مباراه انتاج حربي بترول اسيوط دور بطوله كاس مصر بريزنتيشن سبورت كوره حياتنا كاس مصريه اتصالات,,0,7
8-11-17,1, مصريه اتصالات بقوا بيردوا بسرعه وبيهتموا شكوي عظيم,,0,0
8-11-17,-1, اتصلت بشركه مصريه اتصالات عشان مشكله خط ارضي نت ساعه بليل مساء اتنين تلات صبح فني جه وصلح مشكله اربع ظهر اتصلوا هما خدو فيدباك بعدها بربع ساعه نت هنج تاني عمار يامصر,,0,0
8-11-17,1, شركه مصريه اتصالات تعرض اول هاتف مصري اسواق ديسمبر مقبل بارخص اسعار,,0,0
8-11-17,1, استنونا نهارده صفحتنا حفله تكريم منتخبنا وطني مصريه اتصالات راعي مصري منتخب مصري,,7,32
8-11-17,1, فاتوره تليفون استعلم فاتوره تليفون منزلي مصريه اتصالات وتعرف طرق سداد,,0,0
8-11-17,1, سوق دوت كوم اطلاق عروض حصريه مصريه اتصالات,,0,0
8-11-17,1, اي فاينانس تفوز بتوريد مليون كارت شحن محمول ل مصريه اتصالات,,0,0
8-11-17,1, بينافسوا مصريه اتصالات,,0,0
7-11-17,1, هنيئا لنادي مصريه اتصالات تعيين صاحبي وحبيبي مجاهد مدير اداره امن نادي اسماعيل سقاو رضوان,,0,1
7-11-17,1, اعلان مصريه اتصالات بحب اغنيه جدا,,0,1
7-11-17,1, بقي مصريه اتصالات خرا بردوا عندي,,1,0
7-11-17,1, مصريه اتصالات تدخل سوق خدمه جوال منتعشه املا زياده ارباحها مصر,,0,0
7-11-17,1, مصريه اتصالات تدخل سوق خدمه جوال منتعشه املا زياده ارباحها,,0,1
7-11-17,-1, تي شيرت قدام مكتوب راعي مصريه اتصالات ام ضهر هتلاقي اللي نفس راعي بس دا نظام نفسك غيرك ياكلك,,0,2
7-11-17,-1, معندهمش ديزاينر محترم يعملهم موقع بدل فضايح دي مصريه اتصالات,,0,4
7-11-17,1, اي فاينانس تفوز بتوريد مليون كارت شحن محمول ل مصريه اتصالات جريده بورصه,,0,0
7-11-17,1, اي فاينانس تورد مليون كارت شحن محمول ل مصريه اتصالات,,0,0
7-11-17,1, خلاص تمام نت اشتغل كانت مشكله عامه مصريه اتصالات واتحلت,,0,0
7-11-17,-1, بدايه مباراه بتروجيت البك اهلي دور بطوله كاس مصر كاس مصريه اتصالات,,0,9
7-11-17,1, يبني معدتش دي خش صفحه مصريه اتصالات,,0,0
7-11-17,1, اكتوبر تليفون ارضي تعرف قيمه فاتوره تليفون ارضي لشهر اكتوبر عبر موقع مصريه اتصالات,,0,0
7-11-17,1, اكتوبر فاتوره تليفون الان استعلم قيمه فاتوره وتعرف احدث عروض مصريه اتصالات,,0,0
7-11-17,1, وظائف مصريه اتصالات موقع الكتروني تسجيل عمل مصريه اتصالات وشروط تقديم عمل,,0,0
